@RELATION emotions
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BH_HighLowRatio numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@data
?,0.265855,0.090604,-77.677107,3.722371,1.284853,2.350868,?,0.576838,0.777813,0.505027,?,0.478505,0.592435,0.591228,?,?,0.290245,0.047078,6.079297,1.344232,1.092844,?,0.728748,0.674971,0.616432,0.608953,?,0.473799,0.46265,0.430293,?,0.042784,0.153808,?,3.539961,?,?,0.680799,?,0.507416,0.341763,0.393106,0.285307,0.267853,?,?,0.36899,0.043986,?,?,3.954231,0.326795,0.393978,0.255696,0.25158,0.167425,0.137543,?,0.096092,?,0.103186,0.092341,0.091055,?,100,0.024237,200,2,0.031493,0.07273,?,0,1,1,?,0,0
0.06118,0.304828,?,-77.078349,2.258332,0.165154,2.729505,0.712338,1.156522,0.299492,?,-0.021537,0.24515,0.591026,1.021535,0.939386,0.045715,0.279723,0.036741,4.527113,1.19042,?,0.794841,0.559807,0.526162,0.561895,0.49768,0.474123,?,0.51701,?,0.45383,0.042551,0.156437,0.008907,7.66623,0.707696,?,?,0.56564,0.313402,0.283124,0.238144,0.295001,?,0.368231,0.427561,?,0.027518,0.138364,?,?,0.251969,0.297029,?,0.119005,0.125455,?,?,?,?,0.071638,?,0.082113,0.032272,68,?,?,2,0.173345,?,0.851227,0,?,1,0,1,0
0.049386,0.086982,0.076463,-76.062293,6.040022,1.882878,1.591389,0.691705,1.145646,?,?,0.450824,0.277937,0.407369,0.587039,?,0.020549,0.066417,0.033372,?,1.384798,?,0.485288,0.520032,0.459672,0.506636,?,0.450629,?,?,0.503081,0.495809,0.020605,0.053817,?,?,1.06723,0.75873,0.272605,?,0.291343,0.274172,?,0.425822,0.359587,0.350746,0.388479,0.365926,0.026289,?,0.030038,4.951752,0.577454,0.303033,0.127105,0.162818,?,?,0.137957,0.13294,?,0.201987,?,0.225917,?,?,0,?,2,0.054678,0.616067,?,0,0,0,1,1,0
0.074997,0.287184,0.087383,-70.844542,3.112653,1.113814,0.538881,0.661123,?,0.686562,0.898366,0.567824,0.700903,0.381233,0.534412,0.717499,?,0.299934,?,?,1.004425,0.852315,0.607506,?,?,0.594133,?,0.53101,?,0.582155,0.450541,0.395644,0.01793,0.049548,0.006725,?,?,0.303931,0.199127,0.126895,0.143026,0.12697,?,0.172156,0.170097,0.193277,0.100363,?,?,0.028996,?,3.73286,0.1664,?,?,0.067515,0.087165,0.063749,0.062113,0.079618,0.081156,0.145276,?,0.058098,?,?,1.25259,136,2,1.240886,1.270969,2.537738,?,0,0,?,?,?
?,?,0.076649,-77.401805,6.483624,?,1.933134,1.057842,1.106989,0.419037,0.59865,?,0.89255,0.553447,0.221234,?,?,0.136564,0.029352,?,?,0.601763,0.576345,0.439593,0.431994,?,0.456987,0.396744,0.387707,0.396914,0.425353,0.395727,?,?,?,5.215611,?,?,0.546724,0.396062,?,0.598131,0.553139,0.429488,0.349428,0.286055,0.56012,0.258417,0.048056,?,?,4.578983,0.600157,0.251412,0.220678,?,0.128316,0.167389,0.162378,0.110887,?,?,?,?,0.025429,54,0.017679,108,2,?,0.068891,0.257209,0,0,1,1,1,?
?,0.368269,0.112005,-79.297856,?,?,1.800501,?,1.182993,0.978228,0.742722,?,?,0.581339,0.632344,0.438524,0.015336,0.464514,?,7.863114,?,?,?,?,0.419632,?,?,0.347854,0.375391,0.430105,0.331333,0.31837,0.012874,0.051251,0.011607,?,0.684151,0.457415,0.35052,0.17741,0.179873,0.117825,?,?,0.077442,0.101822,0.094791,0.053911,0.028584,0.015678,?,3.559992,0.409639,0.205205,0.14086,?,0.077123,?,0.044292,0.041669,?,0.055492,0.056063,0.035386,0.615679,67,0.716661,?,?,0.691431,?,1.457576,0,?,0,0,?,?
0.085168,0.216841,?,-69.095021,?,?,2.174924,0.448872,0.612483,?,0.296932,0.514769,0.478804,?,0.496862,0.318833,0.060006,0.178002,0.032616,4.575953,1.499172,1.093176,1.077011,?,0.717681,0.646645,0.664001,0.582644,0.543991,0.501206,0.544511,?,?,0.06686,0.008464,2.152917,0.635972,?,0.563979,0.342747,?,0.274319,0.204841,?,0.204199,0.161878,0.159302,0.254848,?,0.064466,0.029452,?,?,?,0.243189,0.143206,0.13477,0.095339,?,0.084025,0.088768,0.090284,?,0.095339,0.257578,93,?,186,2,0.08405,0.426618,0.612001,0,0,?,?,0,1
0.038643,?,0.088143,-69.353246,?,1.132769,1.994149,0.567069,1.403564,?,0.532428,?,?,0.447637,0.400726,?,0.026145,0.078954,0.03598,?,?,?,1.041413,0.739014,0.762488,0.723416,0.590345,0.543442,0.519549,0.482357,0.521607,0.466343,?,0.036043,?,?,0.647418,0.643875,0.607381,?,?,0.410804,0.23401,0.245388,0.206521,0.243941,0.209364,0.213395,0.026212,0.057366,?,3.46864,0.280202,0.208888,0.198293,?,0.155965,?,?,0.106413,0.099684,0.088416,?,?,0.129071,70,0,140,?,0.323677,0.27321,?,0,1,0,0,?,0
0.059203,0.122951,0.092034,-73.500311,6.82265,-0.23205,?,0.942071,?,0.984072,0.498924,0.152646,0.329774,0.658966,0.202987,0.682235,0.052961,0.146129,0.04125,4.924186,1.760906,1.087586,1.002661,0.785911,0.695123,?,?,0.602469,0.54863,0.482303,0.549932,0.521275,0.023175,0.052402,0.008925,2.753388,1.155046,0.637286,0.731782,0.443589,?,?,0.265385,0.370891,0.29088,0.210998,0.402508,0.32545,0.035966,0.070919,0.028803,?,0.403799,?,?,0.18202,0.159458,0.116818,0.088974,?,?,?,0.119593,0.103382,?,75,?,150,2,0.599066,?,0.852691,0,0,1,0,0,0
?,0.201071,?,-71.259803,3.241462,?,1.22614,?,?,0.763787,0.943205,0.765026,0.592457,0.521339,0.311459,0.284785,0.07167,0.223686,?,?,1.261375,0.83842,0.639651,0.501831,?,?,0.456713,0.572772,0.51054,0.394817,?,0.44685,0.017239,0.031835,0.007076,2.368899,0.2803,?,0.189725,?,?,0.196049,?,0.16025,0.136687,0.10879,0.134077,?,?,?,0.029478,3.925691,0.339204,?,0.120237,0.076718,0.121004,?,?,0.148102,?,?,0.092866,0.10641,0.764071,?,?,138,2,0.851061,1.028826,?,1,0,0,0,?,1
?,?,?,-64.240531,3.752716,0.123361,0.689976,1.374366,?,0.739786,0.731513,0.854851,?,0.788481,0.401964,?,0.037713,0.235515,?,3.96947,1.334256,0.979409,0.618949,0.547471,0.732022,?,0.522116,0.477967,?,0.518172,?,0.391877,0.012551,0.029016,?,1.469984,0.611517,?,?,0.227531,0.183131,?,0.127196,0.097417,0.119859,0.074248,0.0604,0.082031,0.023046,0.041784,0.029273,3.703882,0.25246,0.132919,0.059091,0.080115,0.081397,?,0.057588,0.032399,0.056571,?,0.051055,?,0.430191,68,0.020108,136,2,0.462993,?,0.617393,0,0,0,0,?,1
0.082293,0.193139,?,-66.825767,4.061994,0.823375,0.938858,1.340398,0.743328,0.229585,0.6005,0.078175,0.85954,0.670836,0.554244,?,0.063936,?,0.042542,5.090928,1.731306,?,1.173224,?,0.646448,?,?,?,0.588507,?,?,0.498645,0.016794,?,0.007637,2.778554,0.76359,0.812097,0.636602,0.515058,0.309613,?,?,0.348015,0.316581,0.29013,0.295268,0.19603,0.026637,0.043206,0.028644,3.527111,0.338592,0.32304,?,0.187326,0.104403,0.101106,0.104509,0.138743,0.091828,?,0.097719,0.066893,0.058773,?,0.65318,128,2,0.207709,0.869197,?,?,0,1,0,?,0
0.103149,0.232967,?,-71.61846,2.139315,0.474616,1.717564,?,1.405562,0.861008,?,0.831661,0.688222,0.66213,0.655183,0.533817,0.097657,0.205368,0.03922,?,1.459394,1.524373,1.059381,0.773071,0.65006,?,0.531335,0.565993,0.490191,?,0.468583,0.441745,0.030838,0.054269,?,2.841529,0.502671,?,0.421073,0.313769,?,0.224544,0.160519,0.16075,?,?,0.147263,?,0.03372,0.045669,?,3.544964,0.336473,0.260041,0.174931,?,?,0.110505,0.082867,0.096797,?,0.088,0.08664,0.076528,0.211011,61,0,183,?,0.222806,0.098341,?,?,0,?,0,0,1
0.058056,0.090415,0.077227,?,?,-0.578244,?,?,0.668167,0.40329,0.247557,-0.118664,-0.089399,0.113576,?,?,0.017039,?,0.030007,4.132612,?,0.692281,0.532079,0.462127,?,?,0.425515,0.468808,0.489854,0.499165,0.489283,0.576476,0.032072,?,0.009827,9.286859,1.548665,1.493879,0.532156,0.379648,0.42941,0.450767,0.512416,?,?,?,1.16005,?,0.028022,0.067968,?,5.171694,0.646898,?,0.143887,0.121232,0.138809,0.150346,0.122953,0.216557,0.26296,?,0.312084,0.399116,?,113,0,226,2,0.126064,?,0.328504,0,?,1,?,1,0
0.085033,?,0.096673,-66.984755,3.46927,?,0.289973,?,1.410057,0.745897,0.726845,?,0.373862,?,0.6327,?,0.05368,?,0.039675,?,?,?,?,?,?,0.430109,0.403742,?,?,?,0.407368,?,0.010574,0.038732,?,?,0.663879,?,0.384038,0.252059,0.362916,0.195019,0.210668,0.321506,?,0.156278,0.308531,0.171841,0.02013,0.06191,0.028678,3.810223,0.386472,0.151937,?,0.071836,0.105741,0.051637,0.048744,0.067306,0.063304,0.04698,0.068181,0.050425,?,68,0.609713,136,2,?,0.77807,1.613032,?,?,0,0,0,?
0.130384,?,0.088932,-67.676658,2.565913,?,0.914739,1.007294,?,0.632548,0.307047,0.352873,0.596772,0.438749,0.564733,?,0.111115,0.322399,?,?,1.185594,0.743619,0.574995,?,0.430183,?,0.487477,0.487251,0.436034,?,0.397949,0.403164,0.015141,0.049879,0.008401,?,0.36549,0.276507,0.212551,0.11375,0.095092,0.115343,0.160394,?,0.157715,0.124421,0.062901,?,0.018132,0.051812,0.029745,3.643539,0.205032,0.138321,0.078404,0.064017,?,0.078893,0.083675,0.075584,?,?,0.050906,0.055739,1.039388,?,?,132,?,1.16653,1.349442,2.530439,1,0,0,?,?,0
0.072272,0.243549,0.083263,-73.957542,4.163409,0.384698,1.404664,0.354069,?,0.722919,0.666292,0.606306,0.688345,0.92604,?,0.549758,0.064778,?,?,4.795188,1.243649,1.143901,1.029153,0.820908,0.610108,?,0.535043,0.546703,0.493119,?,0.481038,0.460094,0.030869,?,0.007544,3.317567,0.683433,?,0.633749,0.473082,0.369644,?,0.195795,?,0.225883,0.265906,0.253374,?,0.043271,0.096312,0.029952,?,0.33967,?,?,0.135959,0.120072,?,0.099495,0.11244,0.092317,?,0.094702,0.081403,?,66,1.389929,132,2,1.174277,?,?,0,0,1,?,1,?
0.075804,0.17712,0.086337,-74.977838,?,-0.453023,3.196087,0.531016,?,0.754951,0.319444,0.647859,0.732481,?,0.75418,0.805721,0.051155,0.137571,0.037496,6.889522,1.865293,?,1.017085,0.812119,0.702575,0.772238,0.620317,?,0.571258,0.505716,?,0.597292,0.037342,0.071988,?,5.000543,1.699545,0.595329,0.746077,?,?,0.744061,?,0.332693,0.350373,0.24686,0.337471,0.454674,?,0.079389,?,?,0.563023,0.264693,0.276157,0.261359,0.122574,?,0.111518,0.123373,0.116367,0.088742,?,0.135836,0.45389,?,?,150,?,?,0.133176,?,0,0,?,1,1,?
?,0.28041,0.088658,-68.003009,2.646582,1.38502,1.536225,0.530545,?,0.65512,?,0.559972,0.411552,0.553372,0.459881,?,0.077115,0.212825,0.034159,?,?,?,0.957139,0.84346,0.686088,0.611267,?,?,0.528201,0.489737,0.483263,0.454057,0.030603,0.068766,0.007445,2.24681,?,?,?,0.26665,0.270914,0.263991,0.214665,0.261833,0.181678,0.167596,?,?,0.024422,0.05154,?,4.13059,0.393977,0.213435,0.248459,?,?,0.103619,0.101475,0.095253,?,0.067333,0.077498,?,0.251191,59,?,177,?,0.354375,0.101464,0.77416,?,?,?,?,0,?
?,0.238148,?,-75.475009,4.384101,?,?,?,?,?,1.168998,1.564683,1.056599,0.451163,-0.018296,0.499248,0.051942,0.304929,0.043466,6.221928,1.808245,1.025677,?,0.416597,0.452396,0.384079,?,0.38225,0.369265,?,0.428796,0.511477,0.018575,0.098615,0.007092,4.15686,1.095872,0.127334,0.161126,0.369917,0.428859,0.128513,?,?,0.200652,?,0.069755,0.392332,0.024729,0.084555,0.028871,3.872721,?,0.067745,0.106258,0.08615,0.078439,0.049677,?,0.099334,0.062693,0.089297,0.162021,?,0.453483,68,0.783361,?,2,?,0.97987,1.70247,0,0,0,0,?,1
0.041949,?,?,?,?,?,1.623288,0.524832,?,?,?,0.205379,0.334754,0.368257,0.392306,0.33505,0.020166,?,?,?,1.097322,0.620009,?,0.486966,0.467708,0.451201,0.440286,0.438243,?,0.409495,0.415314,0.381224,0.016294,0.050527,0.008164,2.457271,0.991227,?,0.455968,0.329808,0.196247,0.276693,0.175876,0.282124,0.149131,?,?,0.276951,0.027113,0.060588,0.030413,4.426164,0.542862,?,0.131456,0.119642,?,0.117561,0.084561,0.118388,0.066672,0.08308,0.10271,0.088777,?,59,0,?,2,?,0.304349,1.276029,?,0,?,0,0,?
0.062768,0.222477,0.096054,-65.21457,4.125334,0.785891,1.34925,?,0.236353,?,?,0.398065,0.571031,0.397217,0.731894,0.34025,0.058954,?,0.042759,?,?,?,0.985034,0.808311,0.82646,0.686076,?,0.645525,?,0.549128,0.548788,?,0.018027,?,?,?,0.503115,0.663279,?,0.339872,0.341735,0.229086,?,0.291722,0.228703,0.164681,0.280617,?,0.029201,0.061891,0.029931,3.479002,0.48208,?,0.235137,0.18415,0.163489,?,?,0.135423,?,0.096527,0.083057,0.065797,?,52,0.053646,104,?,0.243382,0.113101,0.356483,?,?,0,0,?,1
0.10879,0.277053,0.085306,?,?,0.160423,?,0.082194,?,?,0.779655,?,0.851595,?,?,?,?,0.187332,?,3.07477,?,0.621424,?,0.691011,0.530898,0.497166,?,0.427689,0.432624,0.432522,0.443554,?,0.02092,0.053506,0.009159,1.722886,0.770467,?,0.385335,0.34761,0.24666,0.117125,0.139287,0.13399,0.134081,0.146652,0.084109,0.129755,0.025223,?,?,3.839399,0.340847,?,0.106554,0.090036,0.069486,0.060702,?,?,?,0.054602,0.081723,?,0.800435,?,1.026106,136,?,0.816114,1.120407,?,0,1,0,0,0,0
0.177109,0.507998,?,?,?,0.219874,?,0.811118,1.222732,?,?,0.995599,0.37405,0.67774,?,0.39788,?,?,0.038869,6.002879,1.245533,0.928566,0.911636,?,0.52693,0.442093,0.432213,0.434833,0.386571,0.409072,?,0.433581,?,0.045658,?,1.67134,?,0.154168,0.205974,?,0.089649,0.091988,?,0.086772,0.06505,0.048837,0.050827,0.044679,0.009299,0.030827,0.028619,?,0.295279,0.069729,0.083911,?,?,0.04113,?,0.043969,0.047294,0.04701,?,0.041818,1.331439,?,1.333808,132,2,?,1.383828,2.885928,1,0,?,?,0,0
0.058323,?,0.0962,?,4.218408,0.415933,1.640724,0.573841,?,0.75968,0.292407,0.798472,0.818948,0.461959,0.310963,0.286698,0.066331,0.330008,?,7.0642,?,1.043931,?,0.868545,0.693897,?,0.624326,0.58297,0.593058,?,0.580265,0.545344,0.031269,0.102273,?,3.765438,0.769323,0.64657,?,?,?,0.238062,?,0.294902,0.356452,?,0.320928,0.303473,?,0.083027,0.028965,3.612692,?,0.275284,0.329738,0.224551,?,?,0.130997,0.090082,0.120084,0.121045,0.139876,0.138174,0.319601,59,0,118,2,?,0.053954,0.784614,0,1,1,0,0,0
0.072413,?,0.116735,?,2.712545,0.458446,2.152459,1.84152,1.033978,0.293254,1.224925,-0.07117,0.16586,?,1.107886,-0.047387,0.079428,0.35843,0.064973,7.692047,1.570193,0.98324,0.839595,0.906729,0.574667,0.565955,0.829619,1.000042,?,0.550436,0.692112,1.001184,0.013235,0.0845,0.014245,2.384888,0.276674,0.278807,0.113009,0.239312,?,0.084039,?,0.165283,0.222812,0.112239,?,0.163006,0.022815,?,0.026725,4.183,0.317877,0.115274,0.116922,0.069767,?,0.074756,0.11061,?,0.076746,0.072647,0.078289,0.155846,?,60,?,?,?,1.219352,?,2.284907,1,0,0,0,0,1
0.082788,?,0.08128,-69.797753,4.777137,0.156781,1.066205,0.499967,0.941953,0.300578,0.277646,0.232851,0.851605,0.613225,0.224697,0.717423,0.029034,?,?,?,?,0.991349,0.882324,0.578833,0.548978,0.586093,0.517807,0.541725,0.503318,?,0.477479,0.496615,0.022885,?,?,?,?,0.796365,?,0.322397,0.337698,0.351636,?,?,?,?,0.358286,0.24034,?,0.069301,?,4.09726,?,0.300354,?,?,?,0.118421,0.096084,0.132468,0.136181,0.10919,?,0.11008,?,?,0.490267,?,2,0.821658,?,?,0,0,1,0,0,0
?,?,0.091095,-68.998597,?,?,2.073372,?,1.07209,?,0.499889,0.097694,-0.197067,?,?,0.492292,0.048804,0.204149,0.039535,4.991497,1.342422,0.979497,0.942053,0.811703,0.687225,0.647479,?,0.824364,0.842697,0.545775,0.65117,0.724074,0.030874,0.062339,?,2.692037,0.57554,0.323263,0.527916,0.639389,0.471982,0.370499,0.361696,?,0.711604,0.293079,0.590662,0.540614,?,0.087115,?,3.689329,0.30791,0.156907,?,0.212176,0.137247,?,?,?,?,?,0.211985,0.279967,0.842816,59,?,118,2,?,?,1.007128,0,?,1,?,?,0
?,?,0.084976,?,3.313745,0.459859,1.251505,0.04433,0.571073,0.607053,0.199862,?,?,0.346948,0.480268,0.469692,?,0.249952,?,4.81205,?,1.225907,1.102686,0.849926,0.649623,0.658737,?,0.560221,?,0.516356,0.492334,0.540606,0.041589,?,?,2.330406,?,0.577288,0.496844,0.347212,0.230102,0.206073,0.175673,0.238657,0.220506,?,0.216942,0.197795,0.043548,0.072052,0.029761,?,0.401537,0.257184,?,?,0.101927,?,0.089505,0.079514,0.121325,0.089597,0.074954,0.112222,0.132562,61,0,122,2,?,0.072639,0.50687,?,0,?,0,0,1
?,0.267556,?,?,4.66717,?,-0.154632,0.590259,0.780323,?,0.819172,0.518926,?,0.271131,?,0.445127,?,?,0.034225,4.269548,1.666582,0.989102,0.698851,?,0.594068,0.511962,0.555539,0.483569,0.47026,0.499736,?,0.4634,?,0.070905,0.007015,?,1.033422,1.453016,0.44022,0.282277,?,0.199209,0.2166,?,?,0.207815,0.172497,?,0.02526,0.084893,?,3.759436,?,0.252442,0.118597,?,0.126404,?,?,0.078488,0.054636,0.092339,0.060148,0.078843,?,68,0.243528,136,2,?,?,1.222911,?,0,?,?,0,?
?,0.30836,?,-75.09367,5.102427,0.048774,2.009931,?,1.299332,0.169002,?,?,0.449589,0.525277,?,0.473255,0.037743,0.374922,?,?,1.498091,0.885184,0.725196,?,0.530442,0.524824,?,?,0.475962,0.487242,0.442758,0.408053,?,0.111437,?,2.909383,0.767018,0.349985,0.380701,?,?,0.172579,0.12035,0.114553,0.118297,0.143477,0.141306,?,0.027939,0.111272,0.027907,3.643178,0.338393,0.168042,0.18078,0.116846,0.082125,0.079492,0.076358,?,?,?,?,0.047828,0.585421,?,0.525255,130,?,0.786478,?,1.444856,0,1,0,0,?,0
?,?,0.075302,-80.699562,?,2.536768,1.379951,?,0.932675,0.813303,0.553377,0.058349,0.212576,0.38168,?,0.482536,0.015629,0.043105,?,?,?,1.147129,?,0.440565,0.458842,0.431895,0.44556,0.465204,?,0.419253,0.426345,?,?,0.048587,?,4.319574,0.878656,?,?,0.281999,0.269091,0.227952,?,0.330737,0.315473,0.256036,0.239902,0.226694,0.027745,?,0.030483,4.696632,0.41053,0.447152,0.130888,0.091459,0.131204,?,?,0.136206,0.08128,0.111367,?,0.070729,0.056792,96,0.143421,192,2,?,?,0.964877,?,0,0,1,1,0
0.049905,?,?,?,5.988351,1.982151,1.487149,0.876363,0.478012,?,0.285662,-0.026502,0.481965,-0.175797,-0.021072,0.047381,0.020868,?,?,5.367457,?,0.958999,0.598481,0.452383,0.494993,?,0.450135,0.488806,0.538828,0.585908,0.637529,0.80178,0.019872,0.050265,0.007057,?,?,0.971288,0.424631,0.344002,0.403181,?,?,0.411462,?,0.541782,0.642495,?,0.028112,0.089246,?,5.620447,0.46019,0.387658,0.136498,0.083462,0.123223,0.09556,0.10738,0.157887,?,0.22757,0.262997,0.377038,?,79,0.012189,158,2,0.218801,0.028867,0.819777,?,0,1,?,0,0
?,0.145222,?,-91.473329,8.175081,?,3.171676,0.78793,0.260882,?,-0.229156,0.02029,?,0.454606,0.670418,?,0.026004,?,0.029175,4.235231,1.008206,1.06966,0.870131,0.664955,?,0.65405,0.625923,0.647666,0.56648,?,0.535469,?,?,0.041641,0.007502,5.347109,0.779757,0.82763,0.725086,0.790234,0.91648,?,0.527997,0.491453,?,0.496362,0.386729,0.340423,0.023581,0.047572,?,5.185736,0.43339,0.378184,0.303919,?,0.22441,?,?,?,?,0.127868,?,0.160903,0.026951,84,0.030775,168,?,0.151106,0.020829,0.40811,?,1,?,0,0,?
?,0.25067,0.091955,?,3.043582,0.748674,1.307823,?,1.511834,?,0.449806,0.657729,0.215495,0.768625,0.062161,0.300991,0.061775,0.250851,0.03558,4.922034,?,1.019194,?,0.91367,0.67658,0.679069,0.595538,0.560119,0.586416,0.587626,0.54979,?,?,0.077216,0.006801,2.462166,0.816981,0.829911,0.764406,0.461412,0.337898,0.348063,0.343559,0.232979,0.279046,0.285414,?,0.334303,0.028503,?,0.029304,?,?,0.200555,0.242588,?,?,0.137461,0.09162,?,0.095704,0.107989,?,?,?,?,0.047709,108,2,0.160762,0.227954,0.609562,0,0,1,0,?,?
0.072598,?,0.088002,-70.681204,?,1.350091,1.317858,0.702633,0.71359,0.491601,0.40043,0.353063,0.412114,?,0.472796,?,?,?,0.040027,4.819776,1.587349,0.97669,0.932928,0.808096,?,0.603173,?,0.51126,0.482905,0.498326,?,0.500085,0.026946,0.074044,0.006672,2.619995,0.864155,?,0.598133,0.555822,0.317827,0.375529,?,0.31008,?,0.22833,?,0.298971,0.030713,0.06551,0.028788,3.822021,0.458167,0.237437,0.274633,0.2118,?,0.130499,?,?,0.095129,0.135854,0.131785,0.149881,0.407622,?,0,?,?,0.020399,?,0.570859,0,1,0,?,0,0
0.061903,0.121791,0.0773,?,?,?,?,0.073356,0.762665,?,?,0.421521,0.175561,0.313893,0.308341,0.510152,?,0.050361,?,3.248917,0.974584,?,?,0.484851,0.479879,?,0.490437,?,0.546967,0.48805,0.462708,0.486836,0.020379,0.046215,0.007659,8.43441,1.55407,0.695322,0.525045,0.339689,?,?,0.47789,0.456091,0.494511,0.3397,0.254079,0.276394,0.026663,?,0.030409,?,?,0.253109,0.119789,0.102912,?,0.098975,0.138567,?,0.178334,0.126848,0.126146,?,0.048969,67,0.100456,134,2,0.240999,0.137842,?,0,?,1,0,0,0
0.05228,0.206482,0.093154,?,?,?,1.243308,0.794265,?,?,?,0.638612,?,0.078782,0.258085,0.499956,0.054888,?,?,?,2.13177,?,0.792466,0.766291,0.627569,0.680227,0.73364,0.588859,?,0.669712,?,?,0.016823,?,0.00741,2.2688,1.020371,0.486799,?,?,0.255682,0.156096,?,0.353661,0.314868,0.24602,0.205637,0.231378,0.026316,0.082252,0.028427,?,0.726545,0.144142,0.131118,0.22064,?,0.180387,?,0.111748,0.124942,?,0.135372,0.050689,0.284552,63,0.297717,126,2,?,0.326275,?,1,0,0,0,0,?
